,200.0,217.949,235.897,253.846,271.795,289.744,307.692,325.641,343.59,361.538,379.487,397.436,415.385,433.333,451.282,469.231,487.179,505.128,523.077,541.026,558.974,576.923,594.872,612.821,630.769,648.718,666.667,684.615,702.564,720.513,738.462,756.41,774.359,792.308,810.256,828.205,846.154,864.103,882.051,900.0,917.949,935.897,953.846,971.795,989.744,1007.69,1025.64,1043.59,1061.54,1079.49,1097.44,1115.38,1133.33,1151.28,1169.23,1187.18,1205.13,1223.08,1241.03,1258.97,1276.92,1294.87,1312.82,1330.77,1348.72,1366.67,1384.62,1402.56,1420.51,1438.46,1456.41,1474.36,1492.31,1510.26,1528.21,1546.15,1564.1,1582.05,1600.0
0.0001,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,0.379201,0.117645,0.0192365,0.00937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.102663,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.25079,0.802984,0.595114,0.366527,0.074002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20522600000000002,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.2345,0.99415,0.614548,0.368987,0.0711993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.307788,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.30807,0.920313,0.611847,0.300126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.410351,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.2092,0.807105,0.481871,0.171772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.512914,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.08145,0.657271,0.333709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.615477,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,0.47598,0.136464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71804,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,0.627138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8206030000000001,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,1.40063,0.632335,0.442551,0.36724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
