,300,317.722,335.443,353.165,370.886,388.608,406.329,424.051,441.772,459.494,477.215,494.937,512.658,530.38,548.101,565.823,583.544,601.266,618.987,636.709,654.43,672.152,689.873,707.595,725.316,743.038,760.759,778.481,796.203,813.924,831.646,849.367,867.089,884.81,902.532,920.253,937.975,955.696,973.418,991.139,1008.86,1026.58,1044.3,1062.03,1079.75,1097.47,1115.19,1132.91,1150.63,1168.35,1186.08,1203.8,1221.52,1239.24,1256.96,1274.68,1292.41,1310.13,1327.85,1345.57,1363.29,1381.01,1398.73,1416.46,1434.18,1451.9,1469.62,1487.34,1505.06,1522.78,1540.51,1558.23,1575.95,1593.67,1611.39,1629.11,1646.84,1664.56,1682.28,1700
0.1,12.0583,10.3487,10.3469,10.3464,10.3456,10.3446,10.3436,10.3427,10.3418,10.2465,9.73823,9.73881,9.73927,9.54248,7.60945,7.60977,7.57652,7.57551,7.57387,7.57133,4.74885,3.36326,3.34835,3.33364,3.2027,2.75987,1.21549,0.911422,0.702402,0.229055,0.12536,0.121678,0.119138,0.116434,0.11356,0.110513,0.0239949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,11.3284,10.3661,10.3574,10.3574,10.3554,10.3532,10.3512,10.3495,10.3479,10.3466,9.74258,9.74321,9.74378,9.74427,9.74467,9.74497,8.91095,5.53134,5.5306,5.52952,5.52799,5.52581,4.73922,3.35203,3.22761,3.20866,3.18929,1.20254,0.951287,0.68016,0.299615,0.120154,0.117425,0.114689,0.111805,0.108763,0.105601,0.102247,0.0381198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,10.8642,10.2612,10.3782,10.3782,10.3723,10.3672,10.3629,10.3594,10.3566,6.90784,6.90783,6.90782,6.90781,6.90779,6.90776,6.90772,6.90766,5.53137,5.53065,5.52963,5.52818,5.52614,5.5233,5.51935,3.24905,3.2302,3.21095,1.72619,1.13495,0.875893,0.647756,0.21169,0.11499,0.112137,0.10913,0.105655,0.10264,0.0991187,0.0954874,0.0821775,0.0201765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,10.3964,10.1755,10.1814,10.2197,10.3667,10.3393,10.3834,10.3756,6.90784,6.90784,6.90783,6.90782,6.90781,6.90779,6.90775,6.90771,6.90765,5.53135,5.53064,5.52963,5.52821,5.52623,5.52349,5.51973,5.51451,4.1433,3.23111,3.21093,1.6347,1.29278,0.758307,0.602962,0.116226,0.109097,0.105921,0.102586,0.0990877,0.0841057,0.0633218,0.060659,0.0583812,0.0560281,0.0535996,0.0392389,0.0097408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,10.1901,10.1389,10.1389,10.16,10.176,10.1913,7.63262,7.63263,7.6326,7.63256,7.63251,6.90782,6.9078,6.90778,6.90774,6.90769,6.90763,6.90754,5.53055,5.52952,5.52809,5.52611,5.52339,5.51967,5.51458,5.28504,4.14256,3.01382,2.54155,2.42041,1.15961,0.61709,0.45431,0.105565,0.0990982,0.0775363,0.0653145,0.0631833,0.0611238,0.0586988,0.056488,0.053915,0.0514096,0.0488272,0.0458672,0.0415495,0.0369896,0.0188966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,10.1408,10.1171,10.1221,10.1303,7.63262,7.63263,7.63264,7.63265,7.63266,7.63266,7.63262,7.6325,7.63238,7.63223,6.90773,6.90767,6.9076,6.9075,6.90737,5.52928,5.52779,5.52575,5.52297,5.5192,5.51406,5.28443,3.09991,3.01957,2.92702,2.81978,2.69398,2.15468,0.48001,0.278831,0.0676011,0.0655306,0.0633866,0.0611667,0.0588746,0.056506,0.0529295,0.0489872,0.0448353,0.0404628,0.0358639,0.0310211,0.0259264,0.0205479,0.014879,0.00888566,0.00252748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,10.1197,7.63255,7.63255,7.63255,7.63265,7.63266,7.63267,7.63269,7.63269,7.6327,7.63268,7.63264,7.63252,7.63223,7.63193,7.63158,7.63117,6.90742,6.53342,5.48573,5.48573,5.47883,5.47361,5.46667,5.45737,5.22473,3.31896,3.0248,2.93144,2.82367,2.69785,2.5484,2.36688,0.9703,0.0219655,0.0171662,0.0148099,0.0123667,0.00984552,0.00725538,0.00460481,0.00190254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,10.1534,7.63255,7.63254,7.63262,7.63269,7.6327,7.63272,7.63273,7.63274,7.63274,7.63273,7.63268,7.63258,7.63233,7.6319,7.63137,7.63069,7.55826,7.37811,6.53707,5.48517,5.48108,5.47574,5.46872,5.4594,5.22707,3.30237,3.21289,3.11009,2.8264,2.6985,2.54742,2.26777,2.02531,1.18438,0.552425,0.482081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,10.1542,7.63255,7.63283,7.63262,7.63274,7.63276,7.63277,7.63278,7.63279,7.63279,7.63278,7.63273,7.63263,7.63242,7.63197,7.63135,7.63059,7.62964,7.61588,7.42946,7.29934,5.48352,5.47797,5.47078,5.46133,4.28953,3.28321,3.19444,3.09218,2.97372,2.83544,2.45858,2.25911,2.01253,1.69761,0.633023,0.585594,0.534983,0.360147,0.272385,0.1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
