,200.000000,225.000000,250.000000,275.000000,300.000000,325.000000,350.000000,375.000000,400.000000,425.000000,450.000000,475.000000,500.000000,525.000000,550.000000,575.000000,600.000000,625.000000,650.000000,675.000000,700.000000,725.000000,750.000000,775.000000,800.000000,825.000000,850.000000,875.000000,900.000000,925.000000,950.000000,975.000000,1000.000000,1025.000000,1050.000000,1075.000000,1100.000000,1125.000000,1150.000000,1175.000000,1200.000000,1225.000000,1250.000000,1275.000000,1300.000000,1325.000000,1350.000000,1375.000000,1400.000000,1425.000000,1450.000000,1475.000000,1500.000000,1525.000000,1550.000000,1575.000000,1600.000000
0.000000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797095,0.797094,0.797094,0.797094,0.797094,0.681776,0.405813,0.413816,0.344123,0.318951,0.313729,0.306192,0.300942,0.296132,0.230206,0.171831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797095,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.650278,0.574141,0.547607,0.368971,0.346670,0.330669,0.311922,0.311051,0.307228,0.298211,0.292391,0.288693,0.286119,0.263422,0.210165,0.180156,0.155906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.797094,0.797094,0.797094,0.797093,0.797094,0.797096,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797095,0.797094,0.797094,0.797094,0.797093,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.646441,0.540458,0.387196,0.347399,0.355814,0.331772,0.319663,0.311037,0.303611,0.297078,0.291736,0.286792,0.279028,0.275779,0.274848,0.271181,0.267356,0.264423,0.234540,0.197838,0.165103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797093,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797096,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797093,0.797094,0.797094,0.728596,0.600290,0.453429,0.396829,0.367615,0.343193,0.326577,0.314582,0.305347,0.297570,0.290834,0.285078,0.277939,0.275253,0.271026,0.267283,0.260465,0.256615,0.254205,0.252214,0.250632,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
0.800000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797102,0.797108,0.797099,0.797098,0.797094,0.797091,0.797091,0.797094,0.797094,0.797094,0.797094,0.797095,0.797094,0.797094,0.797094,0.797094,0.797094,0.628676,0.477194,0.411657,0.377900,0.343997,0.325622,0.311905,0.301348,0.292823,0.285260,0.278968,0.272313,0.268318,0.263159,0.259718,0.255685,0.251683,0.246992,0.243768,0.241450,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
1.000000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797105,0.797140,0.797106,0.797097,0.797115,0.797096,0.797097,0.797094,0.797090,0.797093,0.797094,0.797094,0.797094,0.797094,0.629842,0.538075,0.432711,0.367169,0.335167,0.315891,0.300759,0.289653,0.281147,0.273506,0.267402,0.259889,0.256487,0.251361,0.247380,0.243270,0.239693,0.235238,0.232215,0.229976,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
1.200000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797096,0.797101,0.797094,0.797098,0.797095,0.797101,0.797101,0.797095,0.797094,0.797094,0.797094,0.574313,0.518826,0.382559,0.359267,0.327256,0.298611,0.288075,0.274393,0.265050,0.257214,0.250051,0.245230,0.240213,0.235603,0.231720,0.230052,0.226930,0.225070,0.222646,0.221286,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
1.400000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797099,0.797094,0.797094,0.797091,0.797092,0.797094,0.797093,0.797094,0.797096,0.797098,0.797099,0.797095,0.797095,0.773203,0.725031,0.676485,0.579135,0.504090,0.262776,0.250749,0.177417,0.134378,0.122817,0.128690,0.131191,0.136862,0.149687,0.153692,0.171056,0.180037,0.188327,0.201136,0.212488,0.216710,0.215282,0.213459,0.212739,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
1.600000,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797094,0.797089,0.797093,0.797094,0.797094,0.797094,0.797095,0.797094,0.797097,0.797106,0.603876,0.546368,0.468534,0.392921,0.276277,0.210812,0.052102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001475,0.009788,0.020092,0.033846,0.045120,0.061803,0.073935,0.080790,0.000000,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314,0.002314
