,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900,925,950,975,1000,1025,1050,1075,1100,1125,1150,1175,1200,1225,1250,1275,1300,1325,1350,1375,1400,1425,1450,1475,1500,1525,1550,1575,1600
0,10.73575721,10.73575721,10.73575723,10.73575724,10.73575725,9.437858239,7.49538592,7.349666666,4.994964067,2.923874045,2.888204144,2.853016123,2.682858617,0.74569394,0.510393819,0.290671091,0.279843804,0.256749916,0.101793568,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0
0.2,10.74,10.74,10.74,10.74,10.74,10.74,9.94,8.42,7.48,6.9,6.77,5.9,4.82,2.93,2.91,2.87,2.61,2.56,2.63,1.88,0.44,0.37,0.32,0.29,0.22,0.17,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.21,8.36,7.47,7.34,6.28,6.33,4.81,2.94,2.92,2.88,2.74,2.72,2.15,2.43,0.81,0.51,0.4,0.25,0.17,0.17,0.14,0.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,9.57,7.79,7.34,6.82,6.55,5.35,4.74,2.94,2.92,2.89,2.74,2.71,2.62,2.29,0.92,0.34,0.32,0.19,0.16,0.15,0.14,0.13,0.12,0.12,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.55,9.44,7.33,7.31,6.07,5.73,4.97,4.62,2.94,2.91,2.76,2.74,2.39,2.42,1.47,0.49,0.24,0.17,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,9.94,7.59,7.31,7.12,6.5,6.3,4.76,2.96,2.93,2.87,2.57,2.53,2.47,2.19,1.04,0.18,0.16,0.14,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.08,0.07,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.55,8.86,7.28,7.26,6.77,7.2,5.14,4.58,2.95,2.62,2.59,2.54,2.49,2.41,1.06,0.43,0.15,0.14,0.13,0.12,0.12,0.12,0.11,0.1,0.1,0.09,0.09,0.08,0.07,0.06,0.05,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,9.77,7.28,7.23,7.2,7.2,7.2,4.7,2.96,2.66,2.59,2.55,2.47,2.32,1.33,0.86,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.74,10.12,7.86,7.2,7.2,7.2,7.2,5.1,2.98,2.65,2.59,2.55,2.51,2.18,1.63,1.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
